,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
0,GB,Station_GB0637A,PM2.5,12.19999999,µg/m3,2016-01-01 12:00:00 +01:00
1,GB,Station_GB0637A,PM2.5,21.19999999,µg/m3,2016-01-01 08:00:00 +01:00
2,GB,Station_GB0637A,PM2.5,31.69999999,µg/m3,2016-01-01 03:00:00 +01:00
3,GB,Station_GB0637A,PM2.5,11.7,µg/m3,2016-01-01 00:00:00 +01:00
4,GB,Station_GB0637A,PM2.5,35.89999999,µg/m3,2016-01-01 01:00:00 +01:00
5,GB,Station_GB0637A,PM2.5,15.3,µg/m3,2016-01-01 13:00:00 +01:00
6,GB,Station_GB0637A,PM2.5,12.1,µg/m3,2016-01-01 17:00:00 +01:00
7,GB,Station_GB0637A,PM2.5,8.3,µg/m3,2016-01-02 00:00:00 +01:00
8,GB,Station_GB0637A,PM2.5,11.19999999,µg/m3,2016-01-01 20:00:00 +01:00
9,GB,Station_GB0637A,PM2.5,11.69999999,µg/m3,2016-01-01 19:00:00 +01:00
10,GB,Station_GB0637A,PM2.5,6.09999999,µg/m3,2016-01-02 22:00:00 +01:00
11,GB,Station_GB0637A,PM2.5,8.59999999,µg/m3,2016-01-03 00:00:00 +01:00
12,GB,Station_GB0637A,PM2.5,8.9,µg/m3,2016-01-02 19:00:00 +01:00
13,GB,Station_GB0637A,PM2.5,5.5,µg/m3,2016-01-02 23:00:00 +01:00
14,GB,Station_GB0637A,PM2.5,8.4,µg/m3,2016-01-02 17:00:00 +01:00
15,GB,Station_GB0637A,PM2.5,9.09999999,µg/m3,2016-01-02 11:00:00 +01:00
16,GB,Station_GB0637A,PM2.5,10.8,µg/m3,2016-01-01 22:00:00 +01:00
17,GB,Station_GB0637A,PM2.5,8.59999999,µg/m3,2016-01-02 01:00:00 +01:00
18,GB,Station_GB0637A,PM2.5,10.6,µg/m3,2016-01-02 10:00:00 +01:00
19,GB,Station_GB0637A,PM2.5,7.09999999,µg/m3,2016-01-02 04:00:00 +01:00
20,GB,Station_GB0637A,PM2.5,7.09999999,µg/m3,2016-01-02 03:00:00 +01:00
21,GB,Station_GB0637A,PM2.5,10.19999999,µg/m3,2016-01-02 07:00:00 +01:00
22,GB,Station_GB0637A,PM2.5,6.59999999,µg/m3,2016-01-03 01:00:00 +01:00
23,GB,Station_GB0637A,PM2.5,4.09999999,µg/m3,2016-01-03 03:00:00 +01:00
24,GB,Station_GB0637A,PM2.5,6.29999999,µg/m3,2016-01-03 04:00:00 +01:00
25,GB,Station_GB0637A,PM2.5,6.09999999,µg/m3,2016-01-03 09:00:00 +01:00
26,GB,Station_GB0637A,PM2.5,6.59999999,µg/m3,2016-01-03 14:00:00 +01:00
27,GB,Station_GB0637A,PM2.5,5.0,µg/m3,2016-01-03 11:00:00 +01:00
28,GB,Station_GB0637A,PM2.5,8.19999999,µg/m3,2016-01-03 08:00:00 +01:00
29,GB,Station_GB0637A,PM2.5,6.59999999,µg/m3,2016-01-03 16:00:00 +01:00
30,GB,Station_GB0637A,PM2.5,5.09999999,µg/m3,2016-01-03 12:00:00 +01:00
31,GB,Station_GB0637A,PM2.5,4.4,µg/m3,2016-01-03 06:00:00 +01:00
32,GB,Station_GB0637A,PM2.5,10.8,µg/m3,2016-01-04 02:00:00 +01:00
33,GB,Station_GB0637A,PM2.5,5.5,µg/m3,2016-01-03 05:00:00 +01:00
34,GB,Station_GB0637A,PM2.5,15.5,µg/m3,2016-01-03 19:00:00 +01:00
35,GB,Station_GB0637A,PM2.5,12.3,µg/m3,2016-01-03 18:00:00 +01:00
36,GB,Station_GB0637A,PM2.5,6.09999999,µg/m3,2016-01-04 04:00:00 +01:00
37,GB,Station_GB0637A,PM2.5,11.19999999,µg/m3,2016-01-04 11:00:00 +01:00
38,GB,Station_GB0637A,PM2.5,9.9,µg/m3,2016-01-04 08:00:00 +01:00
39,GB,Station_GB0637A,PM2.5,12.1,µg/m3,2016-01-04 14:00:00 +01:00
40,GB,Station_GB0637A,PM2.5,9.19999999,µg/m3,2016-01-04 07:00:00 +01:00
41,GB,Station_GB0637A,PM2.5,10.19999999,µg/m3,2016-01-04 10:00:00 +01:00
42,GB,Station_GB0637A,PM2.5,10.4,µg/m3,2016-01-04 21:00:00 +01:00
43,GB,Station_GB0637A,PM2.5,10.3,µg/m3,2016-01-05 07:00:00 +01:00
44,GB,Station_GB0637A,PM2.5,6.79999999,µg/m3,2016-01-05 02:00:00 +01:00
45,GB,Station_GB0637A,PM2.5,6.0,µg/m3,2016-01-05 04:00:00 +01:00
46,GB,Station_GB0637A,PM2.5,10.9,µg/m3,2016-01-04 22:00:00 +01:00
47,GB,Station_GB0637A,PM2.5,10.0,µg/m3,2016-01-04 23:00:00 +01:00
48,GB,Station_GB0637A,PM2.5,14.69999999,µg/m3,2016-01-04 18:00:00 +01:00
49,GB,Station_GB0637A,PM2.5,8.69999999,µg/m3,2016-01-05 00:00:00 +01:00
50,GB,Station_GB0637A,PM2.5,14.19999999,µg/m3,2016-01-04 17:00:00 +01:00
